String,Double,Double,String,Double,Double,Double,Double,Double
DateTime,SpotPrice_RRP,TotalDemand,WeatherType,Temperature,WindSpeed,Cloud,Humidity,Rain
2024/6/1 23:30,127.56,8309.81,晴,13,10,0,94,0
2024/6/2 0:00,107.96,8095.14,晴,12.8,9.5,0,94.5,0
2024/6/2 0:30,91.54,7884.49,晴,12.6,9,0,95,0
2024/6/2 1:00,95.78,7662.04,晴,12.55,9.5,0,94.5,0
2024/6/2 1:30,95.48,7443.69,阴,12.5,10,90,94,90
2024/6/2 2:00,86.31,7172.49,阴,12.5,10.5,90,93.5,90
2024/6/2 2:30,81.06,6997.54,晴,12.5,11,0,93,0
2024/6/2 3:00,75.37,6841.55,晴,12.35,11,0,93,0
2024/6/2 3:30,79.59,6787.59,晴,12.2,11,0,93,0
2024/6/2 4:00,75.14,6739.74,晴,12.4,10.5,0,91,0
2024/6/2 4:30,70,6731.74,大雨,12.6,10,100,89,100
2024/6/2 5:00,72.76,6701.4,大雨,12.9,10,100,86,100
2024/6/2 5:30,79.55,6805.88,晴,13.2,10,0,83,0
2024/6/2 6:00,74.05,6865.44,晴,13.4,10.5,0,80.5,0
2024/6/2 6:30,94.81,7103.27,晴,13.6,11,0,78,0
2024/6/2 7:00,97.92,7319.78,晴,13.5,11,0,76,0
2024/6/2 7:30,128.42,7579.71,阴,13.4,11,90,74,90
2024/6/2 8:00,88.98,7689.8,阴,13.15,10.5,90,73,90
2024/6/2 8:30,51.99,7694.49,晴,12.9,10,0,72,0
2024/6/2 9:00,35.67,7636.6,晴,12.65,8,0,72.5,0
2024/6/2 9:30,35.4,7400.86,晴,12.4,6,0,73,0
2024/6/2 10:00,41.3,7080.33,晴,12.95,6.5,0,68.5,0
2024/6/2 10:30,70.39,6866.04,大雨,13.5,7,75,64,75
2024/6/2 11:00,42.33,6731.36,大雨,14.05,7,75,62.5,75
2024/6/2 11:30,58.39,6747.85,晴,14.6,7,0,61,0
2024/6/2 12:00,79.84,6973.04,晴,15.4,6.5,0,60,0
2024/6/2 12:30,49.27,7000.95,晴,16.2,6,0,59,0
2024/6/2 13:00,81.46,7194.18,晴,15.9,6,0,60,0
2024/6/2 13:30,85.12,7398.71,阴,15.6,6,90,61,90
2024/6/2 14:00,74.82,7602.32,阴,15.65,5,90,62,90
2024/6/2 14:30,44.37,7598.45,晴,15.7,4,0,63,0
2024/6/2 15:00,58.15,7673.86,晴,15.85,4.5,0,62,0
2024/6/2 15:30,82.21,8038.01,晴,16,5,0,61,0
2024/6/2 16:00,127.73,8483.1,晴,16.05,5.5,0,62.5,0
2024/6/2 16:30,217.08,8939.26,阴,16.1,6,90,64,90
2024/6/2 17:00,274.65,9449.8,阴,16,6.5,90,61.5,90
2024/6/2 17:30,278.54,9935.3,晴,15.9,7,0,59,0
2024/6/2 18:00,282.8,10221.28,晴,15.4,6.5,0,60,0
2024/6/2 18:30,289.79,10252.07,晴,14.9,6,0,61,0
2024/6/2 19:00,259.46,10097.13,晴,14.9,5.5,0,62,0
2024/6/2 19:30,163.43,9865.39,阴,14.9,5,90,63,90
2024/6/2 20:00,194.83,9683.77,阴,14.6,6,90,62,90
2024/6/2 20:30,178,9533.72,晴,14.3,7,0,61,0
2024/6/2 21:00,149.52,9308.59,晴,14.1,6.5,0,61.5,0
2024/6/2 21:30,129.12,9063.42,晴,13.9,6,0,62,0
2024/6/2 22:00,101.41,8697.9,晴,13.95,5.5,0,61.5,0
2024/6/2 22:30,169.65,8513.8,阴,14,5,90,61,90
2024/6/2 23:00,133.95,8273.32,阴,13.6,5,90,63,90
2024/6/2 23:30,103.68,8035.77,晴,13.2,5,0,65,0
2024/6/3 0:00,103.36,7805.4,晴,13,5.5,0,66.5,0
2024/6/3 0:30,86.64,7623.1,晴,12.8,6,0,68,0
2024/6/3 1:00,79.98,7430.59,晴,12.8,5,0,67.5,0
2024/6/3 1:30,83.78,7216.19,阴,12.8,4,100,67,100
2024/6/3 2:00,81.29,7065.41,阴,12.45,4,100,69,100
2024/6/3 2:30,89.45,6893.53,晴,12.1,4,0,71,0
2024/6/3 3:00,78.16,6774.43,晴,11.7,4,0,72.5,0
2024/6/3 3:30,80.68,6830.97,晴,11.3,4,0,74,0
2024/6/3 4:00,76.02,6807.03,晴,11.5,4,0,72.5,0
2024/6/3 4:30,81.21,6867.39,阴,11.7,4,100,71,100
2024/6/3 5:00,83.89,6962.98,阴,11.75,4.5,100,69.5,100
2024/6/3 5:30,79.96,7264.24,晴,11.8,5,0,68,0
2024/6/3 6:00,129.92,7638.65,晴,11.7,4,0,68,0
2024/6/3 6:30,182.26,8338.46,晴,11.6,3,10,68,10
2024/6/3 7:00,225.01,9032.17,晴,11.15,3.5,10,70,10
2024/6/3 7:30,264,9564.32,晴,10.7,4,0,72,0
2024/6/3 8:00,134.88,9659.77,晴,11.65,4.5,0,68,0
2024/6/3 8:30,57.44,9279.41,晴,12.6,5,0,64,0
2024/6/3 9:00,48.7,8727.85,晴,13.4,5.5,0,60.5,0
2024/6/3 9:30,37.89,8416.19,晴,14.2,6,10,57,10
2024/6/3 10:00,52.16,8079.4,晴,15,5.5,10,51.5,10
2024/6/3 10:30,50.03,7666.99,晴,15.8,5,0,46,0
2024/6/3 11:00,47.54,7231.33,晴,15.85,6,0,44,0
2024/6/3 11:30,10.68,6882.57,晴,15.9,7,0,42,0
2024/6/3 12:00,38.63,6823.05,晴,16.1,7.5,0,41,0
2024/6/3 12:30,82.72,7108.69,多云,16.3,8,60,40,60
2024/6/3 13:00,69.03,7238.64,多云,16.45,7,60,42,60
2024/6/3 13:30,66.24,7479.64,晴,16.6,6,0,44,0
2024/6/3 14:00,12.43,7404,晴,17.6,6,0,39,0
2024/6/3 14:30,18.53,7223.71,晴,18.6,6,0,34,0
2024/6/3 15:00,55.7,7638.65,晴,18.25,6,0,34.5,0
2024/6/3 15:30,41.36,8018.85,多云,17.9,6,75,35,75
2024/6/3 16:00,79.67,8567.41,多云,17.1,6.5,75,38.5,75
2024/6/3 16:30,146.42,9217.09,晴,16.3,7,0,42,0
2024/6/3 17:00,287.37,9953.22,晴,15.75,6,0,44.5,0
2024/6/3 17:30,277.1,10636.17,晴,15.2,5,0,47,0
2024/6/3 18:00,299,11237.91,晴,14.8,4.5,0,48.5,0
2024/6/3 18:30,206.94,11256.09,阴,14.4,4,90,50,90
2024/6/3 19:00,202.77,11095.95,阴,13.85,4,90,51,90
2024/6/3 19:30,177.64,10837.38,晴,13.3,4,0,52,0
2024/6/3 20:00,192.78,10655.41,晴,13.3,5,0,50.5,0
2024/6/3 20:30,179.72,10414.02,晴,13.3,6,0,49,0
2024/6/3 21:00,196.07,10167.63,晴,13,5.5,0,50.5,0
2024/6/3 21:30,204.16,9745.32,阴,12.7,5,90,52,90
2024/6/3 22:00,143.72,9400.06,阴,12.6,6,90,52.5,90
2024/6/3 22:30,157.51,9136.42,晴,12.5,7,0,53,0
2024/6/3 23:00,146.73,8845.45,晴,12.3,7,0,53.5,0
2024/6/3 23:30,100.97,8633.6,晴,12.1,7,0,54,0
2024/6/4 0:00,98.77,8439.7,晴,11.75,6.5,0,55.5,0
2024/6/4 0:30,85.08,8298.66,晴,11.4,6,0,57,0
2024/6/4 1:00,89,8084.92,晴,10.9,5.5,0,60,0
2024/6/4 1:30,84.15,7882.6,晴,10.4,5,0,63,0
2024/6/4 2:00,83.16,7596.24,晴,10.25,5.5,0,64.5,0
2024/6/4 2:30,85.86,7449.4,晴,10.1,6,0,66,0
2024/6/4 3:00,81.24,7192.96,晴,10.1,6.5,0,65.5,0
2024/6/4 3:30,82.32,7109.88,晴,10.1,7,0,65,0
2024/6/4 4:00,78.72,7080.82,晴,10.35,7.5,0,65,0
2024/6/4 4:30,85.02,7128.88,晴,10.6,8,0,65,0
2024/6/4 5:00,93.51,7264.47,晴,10.5,6.5,0,66,0
2024/6/4 5:30,140.07,7646.71,晴,10.4,5,0,67,0
2024/6/4 6:00,182.31,8093.37,晴,10.3,5,0,68,0
2024/6/4 6:30,214.16,8829.91,晴,10.2,5,10,69,10
2024/6/4 7:00,192.54,9592.59,晴,10.3,4.5,10,69,10
2024/6/4 7:30,165.79,10175.67,晴,10.4,4,0,69,0
2024/6/4 8:00,254.3,10230.95,晴,10.6,4,0,68.5,0
2024/6/4 8:30,136.12,10046.45,晴,10.8,4,0,68,0
2024/6/4 9:00,53.27,9389.18,晴,11.85,5,0,64.5,0
2024/6/4 9:30,78.26,8926.12,多云,12.9,6,50,61,50
2024/6/4 10:00,54.45,8400.49,多云,13.6,6,50,59,50
2024/6/4 10:30,20.8,7949.16,晴,14.3,6,0,57,0
2024/6/4 11:00,59.4,7644.42,晴,14.75,6,0,56,0
2024/6/4 11:30,30.53,7345.5,晴,15.2,6,0,55,0
2024/6/4 12:00,106.43,7380.39,晴,15.35,6,0,54,0
2024/6/4 12:30,99.42,7499.64,多云,15.5,6,60,53,60
2024/6/4 13:00,118.8,7686.76,多云,16,5,60,51,60
2024/6/4 13:30,87.11,7572.39,晴,16.5,4,0,49,0
2024/6/4 14:00,119.65,7526.75,晴,16.45,3.5,0,49.5,0
2024/6/4 14:30,213.1,8012.78,晴,16.4,3,0,50,0
2024/6/4 15:00,87.7,8362.68,晴,16.4,2.5,0,52.5,0
2024/6/4 15:30,79,8574.49,阴,16.4,2,90,55,90
2024/6/4 16:00,104.13,9111.57,阴,16.35,2,90,56,90
2024/6/4 16:30,273.5,9704.02,晴,16.3,2,0,57,0
2024/6/4 17:00,311.54,10290.25,晴,15.5,2.5,0,61,0
2024/6/4 17:30,320.63,10951.06,晴,14.7,3,0,65,0
2024/6/4 18:00,309.63,11324.45,晴,14.8,3.5,0,65.5,0
2024/6/4 18:30,299.98,11353.86,阴,14.9,4,90,66,90
2024/6/4 19:00,298.04,11239.32,阴,14.3,4,90,67,90
2024/6/4 19:30,286.59,10975.11,晴,13.7,4,0,68,0
2024/6/4 20:00,290.06,10650.29,晴,13.55,4.5,0,68.5,0
2024/6/4 20:30,291,10449.29,晴,13.4,5,0,69,0
2024/6/4 21:00,206.31,10186.14,晴,13.55,4.5,0,68,0
2024/6/4 21:30,234.05,9786.71,阴,13.7,4,90,67,90
2024/6/4 22:00,177.79,9347.83,阴,13.5,4,90,68,90
2024/6/4 22:30,219.98,9072.84,晴,13.3,4,0,69,0
2024/6/4 23:00,212.48,8828.26,晴,12.8,4,0,69.5,0
2024/6/4 23:30,199.15,8562.16,晴,12.3,4,0,70,0
2024/6/5 0:00,221.81,8384.66,晴,12.25,4,0,70.5,0
2024/6/5 0:30,161.32,8252.72,阴,12.2,4,100,71,100
2024/6/5 1:00,131.41,8052.91,阴,12.2,4,100,69.5,100
2024/6/5 1:30,151.52,7896.59,晴,12.2,4,0,68,0
2024/6/5 2:00,101.76,7605.52,晴,12,3,0,70,0
2024/6/5 2:30,104.56,7337.77,晴,11.8,2,0,72,0
2024/6/5 3:00,104.46,7208.69,晴,11.55,2.5,0,73,0
2024/6/5 3:30,99.03,7117.97,阴,11.3,3,100,74,100
2024/6/5 4:00,104.21,7020.9,阴,11.4,4,100,73,100
2024/6/5 4:30,150.49,7190.68,晴,11.5,5,0,72,0
2024/6/5 5:00,139.14,7281.37,晴,11.55,4,0,72.5,0
2024/6/5 5:30,157.52,7643.06,晴,11.6,3,0,73,0
2024/6/5 6:00,180.67,8026.21,晴,11.25,3.5,0,74,0
2024/6/5 6:30,211.6,8628.04,阴,10.9,4,90,75,90
2024/6/5 7:00,267.5,9359.58,阴,11.3,4,90,74,90
2024/6/5 7:30,299.91,9843.19,晴,11.7,4,0,73,0
2024/6/5 8:00,221.7,9969.49,晴,11.9,4,0,71.5,0
2024/6/5 8:30,201.5,9894.86,晴,12.1,4,0,70,0
2024/6/5 9:00,162.72,9604.99,晴,12.2,4,0,72,0
2024/6/5 9:30,191.2,9417.91,阴,12.3,4,90,74,90
2024/6/5 10:00,123.01,9063.79,阴,12.25,4,90,81.5,90
2024/6/5 10:30,157.43,8812.14,晴,12.2,4,0,89,0
2024/6/5 11:00,199.39,8620.05,晴,12.1,4,0,91,0
2024/6/5 11:30,150.4,8173.83,晴,12,4,0,93,0
2024/6/5 12:00,137.3,7783,晴,12.65,4,0,93.5,0
2024/6/5 12:30,151.5,7735.73,阴,13.3,4,90,94,90
2024/6/5 13:00,152.6,7944.93,阴,13.7,7,90,94,90
2024/6/5 13:30,171.09,8324.4,晴,14.1,10,0,94,0
2024/6/5 14:00,173.43,8522.5,晴,14.5,7.5,0,92,0
2024/6/5 14:30,179.77,8689.45,晴,14.9,5,0,90,0
2024/6/5 15:00,229.43,8737.65,晴,15,4.5,0,89,0
2024/6/5 15:30,190.64,9079.4,小雨,15.1,4,90,88,90
2024/6/5 16:00,183.58,9485.31,小雨,14.9,3.5,90,87.5,90
2024/6/5 16:30,213.76,9890.82,晴,14.7,3,0,87,0
2024/6/5 17:00,243.34,10387.16,晴,14.5,4,0,88,0
2024/6/5 17:30,264.71,10803.61,晴,14.3,5,0,89,0
2024/6/5 18:00,249.57,11113.86,晴,14.15,4,0,89,0
2024/6/5 18:30,236.9,11066.18,阴,14,3,90,89,90
2024/6/5 19:00,190.73,10924.08,阴,13.75,3,90,89,90
2024/6/5 19:30,168.33,10650.08,晴,13.5,3,0,89,0
2024/6/5 20:00,171.4,10440.42,晴,13.45,3.5,0,88.5,0
2024/6/5 20:30,165.21,10185.69,晴,13.4,4,0,88,0
2024/6/5 21:00,158.89,9958.04,晴,13.4,3.5,0,88.5,0
2024/6/5 21:30,149.13,9715.08,阴,13.4,3,90,89,90
2024/6/5 22:00,101.79,9370.4,阴,13.2,3,90,89.5,90
2024/6/5 22:30,123.46,9047.69,晴,13,3,0,90,0
2024/6/5 23:00,116.12,8797.48,晴,12.9,4,0,90.5,0
2024/6/5 23:30,107.47,8547.14,晴,12.8,5,0,91,0
2024/6/6 0:00,109.27,8368.74,晴,12.8,5,0,91,0
2024/6/6 0:30,101.11,8201.14,阴,12.8,5,100,91,100
2024/6/6 1:00,78.83,7990.45,阴,12.75,4.5,100,91,100
2024/6/6 1:30,102.67,7769.57,晴,12.7,4,0,91,0
2024/6/6 2:00,83.78,7486.93,晴,12.7,4,0,92,0
2024/6/6 2:30,93.05,7278.28,晴,12.7,4,0,93,0
2024/6/6 3:00,90.41,7066.82,晴,12.75,3.5,0,93,0
2024/6/6 3:30,88.66,6947.19,小雨,12.8,3,90,93,90
2024/6/6 4:00,82.1,6883.94,小雨,12.7,2.5,90,94,90
2024/6/6 4:30,93.46,7012.4,晴,12.6,2,0,95,0
2024/6/6 5:00,85.02,7169.63,晴,12.45,4,0,95.5,0
2024/6/6 5:30,103.04,7489.79,晴,12.3,6,0,96,0
2024/6/6 6:00,104.42,7830.43,晴,12.5,5,0,96,0
2024/6/6 6:30,165.05,8389.89,阴,12.7,4,90,96,90
2024/6/6 7:00,202.37,9044.65,阴,12.55,4,90,95.5,90
2024/6/6 7:30,180.97,9441.63,晴,12.4,4,0,95,0
2024/6/6 8:00,65.74,9526.22,晴,12.6,3.5,0,95,0
2024/6/6 8:30,47.06,9262.55,晴,12.8,3,0,95,0
2024/6/6 9:00,48.46,8932.37,晴,13.45,3,0,92.5,0
2024/6/6 9:30,59.84,8715.04,中雨,14.1,3,90,90,90
2024/6/6 10:00,47.67,8321.8,中雨,14.65,2.5,90,89.5,90
2024/6/6 10:30,57.33,8205.15,晴,15.2,2,0,89,0
2024/6/6 11:00,31.46,8191.19,晴,15.55,2.5,0,89,0
2024/6/6 11:30,49.96,8164.11,晴,15.9,3,0,89,0
2024/6/6 12:00,22.79,8185.03,晴,15.35,3,0,92,0
2024/6/6 12:30,64.99,8266.69,阴,14.8,3,90,95,90
2024/6/6 13:00,79.71,8379.48,阴,14.5,4,90,95.5,90
2024/6/6 13:30,85.68,8573.89,晴,14.2,5,0,96,0
2024/6/6 14:00,59.21,8721.27,晴,13.95,5,0,95.5,0
2024/6/6 14:30,57.19,8741.34,晴,13.7,5,0,95,0
2024/6/6 15:00,59.53,8867,晴,13.95,5,0,95,0
2024/6/6 15:30,125.36,9165.21,大雨,14.2,5,100,95,100
2024/6/6 16:00,84.76,9579.5,大雨,14.2,4.5,100,95.5,100
2024/6/6 16:30,165.37,9925.5,晴,14.2,4,0,96,0
2024/6/6 17:00,214.45,10286.07,晴,14.3,4,0,96,0
2024/6/6 17:30,245.26,10691.76,晴,14.4,4,0,96,0
2024/6/6 18:00,242.05,10974.81,晴,14.45,4,0,95.5,0
2024/6/6 18:30,189.24,10932.41,阴,14.5,4,90,95,90
2024/6/6 19:00,184.8,10832.8,阴,14.4,4,90,95,90
2024/6/6 19:30,166.52,10628.48,晴,14.3,4,0,95,0
2024/6/6 20:00,159.04,10460.3,晴,14.15,5,0,94.5,0
2024/6/6 20:30,151.89,10233.23,晴,14,6,0,94,0
2024/6/6 21:00,149,10023.86,晴,14,6,0,93.5,0
2024/6/6 21:30,146.86,9702.59,小雨,14,6,90,93,90
2024/6/6 22:00,113.28,9400.87,小雨,13.75,5.5,90,94,90
2024/6/6 22:30,127.57,9163.69,晴,13.5,5,0,95,0
2024/6/6 23:00,122,8902.87,晴,13.6,4,0,95.5,0
2024/6/6 23:30,122.24,8684.6,晴,13.7,3,0,96,0
2024/6/7 0:00,108.2,8490.78,晴,14.5,7,0,96.5,0
2024/6/7 0:30,78.1,8273.46,阴,15.3,11,100,97,100
2024/6/7 1:00,66.65,8016.94,阴,15.4,10,100,95.5,100
2024/6/7 1:30,72.22,7755.58,晴,15.5,9,0,94,0
2024/6/7 2:00,71.13,7509.04,晴,15.35,10.5,0,93.5,0
2024/6/7 2:30,71.66,7329.2,晴,15.2,12,0,93,0
2024/6/7 3:00,65.84,7137.96,晴,15.1,12,0,94,0
2024/6/7 3:30,61.56,7005.84,中雨,15,12,100,95,100
2024/6/7 4:00,77.29,7129.78,中雨,14.75,12.5,100,93,100
2024/6/7 4:30,75.42,7075.69,晴,14.5,13,0,91,0
2024/6/7 5:00,82.91,7119.99,晴,14.6,12.5,0,88.5,0
2024/6/7 5:30,93.81,7358.7,晴,14.7,12,0,86,0
2024/6/7 6:00,108.85,7753.1,晴,14.6,11,0,86.5,0
2024/6/7 6:30,152.26,8280.09,阴,14.5,10,90,87,90
2024/6/7 7:00,180.06,8854.13,阴,14.35,8.5,90,87,90
2024/6/7 7:30,188.27,9326.66,晴,14.2,7,0,87,0
2024/6/7 8:00,196.33,9640.89,晴,14,5.5,0,89,0
2024/6/7 8:30,83.98,9593.66,晴,13.8,4,0,91,0
2024/6/7 9:00,87.77,9441.96,晴,13.55,3.5,0,92.5,0
2024/6/7 9:30,88.46,9261.51,大雨,13.3,3,90,94,90
2024/6/7 10:00,105.4,8949.97,大雨,13.75,3,90,94.5,90
2024/6/7 10:30,126.98,8760.1,晴,14.2,3,0,95,0
2024/6/7 11:00,103.19,8530.22,晴,15.15,3.5,0,92,0
2024/6/7 11:30,60.33,8142.39,晴,16.1,4,0,89,0
2024/6/7 12:00,61.3,8115.83,晴,16.2,3.5,0,87.5,0
2024/6/7 12:30,67.4,8058.05,阴,16.3,3,90,86,90
2024/6/7 13:00,54,7917.94,阴,16.55,4,90,85.5,90
2024/6/7 13:30,57.33,7832.81,晴,16.8,5,0,85,0
2024/6/7 14:00,57.48,7792.6,晴,16.55,7,0,80.5,0
2024/6/7 14:30,84.92,7882.45,晴,16.3,9,0,76,0
2024/6/7 15:00,56.86,8122,晴,15.75,6,0,82,0
2024/6/7 15:30,51.66,8372.43,晴,15.2,3,10,88,10
2024/6/7 16:00,55.38,8859.76,晴,15.35,3.5,10,89,10
2024/6/7 16:30,132.64,9356,晴,15.5,4,0,90,0
2024/6/7 17:00,176.16,9824.82,晴,15.5,2,0,90.5,0
2024/6/7 17:30,222.55,10246.68,晴,15.5,0,0,91,0
2024/6/7 18:00,217.6,10487.55,晴,15.35,1,0,88.5,0
2024/6/7 18:30,170.66,10406.15,阴,15.2,2,90,86,90
2024/6/7 19:00,158.95,10226.24,阴,15.05,2,90,87.5,90
2024/6/7 19:30,135.3,10056.12,晴,14.9,2,0,89,0
2024/6/7 20:00,135.73,9842.99,晴,14.45,2.5,0,90.5,0
2024/6/7 20:30,137.81,9684.39,晴,14,3,0,92,0
2024/6/7 21:00,163,9490.25,晴,13.9,3,0,92.5,0
2024/6/7 21:30,160.24,9259.84,阴,13.8,3,100,93,100
2024/6/7 22:00,141.02,9008.74,阴,13.5,3.5,100,94,100
2024/6/7 22:30,179.61,8880.87,晴,13.2,4,0,95,0
2024/6/7 23:00,184.96,8704.58,晴,13.05,3.5,0,95,0
2024/6/7 23:30,150.51,8542.45,晴,12.9,3,0,95,0
2024/6/8 0:00,123.41,8328.25,晴,12.65,4,0,95.5,0
2024/6/8 0:30,124.69,8083.56,小雨,12.4,5,100,96,100
2024/6/8 1:00,122.76,7992.18,小雨,12.45,4.5,100,96,100
2024/6/8 1:30,118.1,7699.12,晴,12.5,4,0,96,0
2024/6/8 2:00,120.98,7430.76,晴,12.4,4.5,0,95,0
2024/6/8 2:30,86.41,7195.51,晴,12.3,5,0,94,0
2024/6/8 3:00,85,7082.87,晴,12.2,6,0,93,0
2024/6/8 3:30,80.18,6947.51,阴,12.1,7,90,92,90
2024/6/8 4:00,85,6893.64,阴,12.2,6,90,91,90
2024/6/8 4:30,87.24,6890.16,晴,12.3,5,0,90,0
2024/6/8 5:00,87.69,6858.91,晴,12.6,5.5,0,88.5,0
2024/6/8 5:30,88.89,6940.4,晴,12.9,6,0,87,0
2024/6/8 6:00,117.36,7107.4,晴,13.15,6,0,86,0
2024/6/8 6:30,136.51,7349.7,小雨,13.4,6,90,85,90
2024/6/8 7:00,161.26,7641.84,小雨,14.35,6.5,90,80.5,90
2024/6/8 7:30,144.59,7945.17,晴,15.3,7,0,76,0
2024/6/8 8:00,91.72,8043.58,晴,15.65,7,0,75.5,0
2024/6/8 8:30,60,8079.86,晴,16,7,0,75,0
2024/6/8 9:00,70.12,7981.83,晴,16.5,7,0,71.5,0
2024/6/8 9:30,69.26,7875.18,阴,17,7,90,68,90
2024/6/8 10:00,70.62,7511.23,阴,17.4,6,90,66.5,90
2024/6/8 10:30,72.09,7100.34,晴,17.8,5,0,65,0
2024/6/8 11:00,84.82,6928.8,晴,18.45,5.5,0,62.5,0
2024/6/8 11:30,75.8,6785.66,晴,19.1,6,0,60,0
2024/6/8 12:00,61.12,6448.96,晴,19.15,6,0,58.5,0
2024/6/8 12:30,57.52,6310.73,多云,19.2,6,75,57,75
2024/6/8 13:00,6.78,6120.45,多云,19.6,5,75,57,75
2024/6/8 13:30,-41.31,5994.54,晴,20,4,0,57,0
2024/6/8 14:00,-32.95,6054.24,晴,19.45,5.5,0,56.5,0
2024/6/8 14:30,27.23,6344.82,晴,18.9,7,0,56,0
2024/6/8 15:00,32.59,6613.97,晴,18.45,5.5,0,59,0
2024/6/8 15:30,45.93,7059.38,多云,18,4,75,62,75
2024/6/8 16:00,35.08,7486.51,多云,17.65,5,75,62.5,75
2024/6/8 16:30,98.28,8072.22,晴,17.3,6,0,63,0
2024/6/8 17:00,131.28,8710.67,晴,17,6,0,62.5,0
2024/6/8 17:30,210.27,9189.72,晴,16.7,6,0,62,0
2024/6/8 18:00,164.89,9414.41,晴,16.1,5,0,65.5,0
2024/6/8 18:30,149.5,9369.87,晴,15.5,4,10,69,10
2024/6/8 19:00,179.1,9249.57,晴,15,4,10,70,10
2024/6/8 19:30,138.78,9098.76,晴,14.5,4,0,71,0
2024/6/8 20:00,138.1,8960.57,晴,14.35,4,0,72.5,0
2024/6/8 20:30,139.65,8839.86,晴,14.2,4,0,74,0
2024/6/8 21:00,139.6,8738.21,晴,13.7,4,0,76,0
2024/6/8 21:30,117.62,8614.23,晴,13.2,4,0,78,0
2024/6/8 22:00,105.58,8422.16,晴,13.05,4,0,79,0
2024/6/8 22:30,146.97,8334.83,晴,12.9,4,0,80,0
2024/6/8 23:00,154.59,8207.12,晴,12.8,4,0,79,0
2024/6/8 23:30,138.33,8097.49,晴,12.7,4,0,78,0
2024/6/9 0:00,94.3,7884.47,晴,11.95,3.5,0,80.5,0
2024/6/9 0:30,78.23,7720.06,晴,11.2,3,0,83,0
2024/6/9 1:00,82.14,7466.5,晴,11.05,3,0,83.5,0
2024/6/9 1:30,86.47,7265.7,晴,10.9,3,0,84,0
2024/6/9 2:00,77.26,7035.18,晴,11.3,3,0,84,0
2024/6/9 2:30,78.8,6828.19,晴,11.7,3,0,84,0
2024/6/9 3:00,71.06,6654.11,晴,11.45,3,0,83.5,0
2024/6/9 3:30,76.71,6490.26,晴,11.2,3,10,83,10
2024/6/9 4:00,78.23,6495.54,晴,11,3,10,84,10
2024/6/9 4:30,72.76,6563.06,晴,10.8,3,0,85,0
2024/6/9 5:00,77.36,6566.69,晴,11.85,3.5,0,81.5,0
2024/6/9 5:30,77.15,6589.26,晴,12.9,4,0,78,0
2024/6/9 6:00,78.23,6736.21,晴,13.75,3.5,0,74.5,0
2024/6/9 6:30,102.55,6947.08,多云,14.6,3,75,71,75
2024/6/9 7:00,107.44,7208,多云,15.5,3.5,75,65.5,75
2024/6/9 7:30,95.06,7533.79,晴,16.4,4,0,60,0
2024/6/9 8:00,55.75,7620.4,晴,16.75,4,0,58.5,0
2024/6/9 8:30,89,7726.85,晴,17.1,4,0,57,0
2024/6/9 9:00,74.9,7549.58,晴,17.9,4.5,0,53.5,0
2024/6/9 9:30,79.27,7253.42,多云,18.7,5,60,50,60
2024/6/9 10:00,45.22,6849.81,多云,18.85,4.5,60,49,60
2024/6/9 10:30,14.84,6386.56,晴,19,4,0,48,0
2024/6/9 11:00,51.47,6109.41,晴,18.65,3,0,47.5,0
2024/6/9 11:30,-6.09,5819.04,晴,18.3,2,0,47,0
2024/6/9 12:00,21.02,5535.84,晴,18.6,2.5,0,47,0
2024/6/9 12:30,9.83,5394.31,晴,18.9,3,10,47,10
2024/6/9 13:00,45,5397.22,晴,18.6,3.5,10,48.5,10
2024/6/9 13:30,9.95,5416.57,晴,18.3,4,0,50,0
2024/6/9 14:00,57.83,5721.38,晴,17.5,3,0,53.5,0
2024/6/9 14:30,56.91,5965.47,晴,16.7,2,0,57,0
2024/6/9 15:00,67.57,6333.16,晴,16.45,1,0,58.5,0
2024/6/9 15:30,95.08,6905.18,阴,16.2,0,90,60,90
2024/6/9 16:00,72.75,7498.39,阴,15.9,3,90,65,90
2024/6/9 16:30,160.16,8173.39,晴,15.6,6,0,70,0
2024/6/9 17:00,208,8730.38,晴,14.95,7,0,64,0
2024/6/9 17:30,256.2,9168.83,晴,14.3,8,0,58,0
2024/6/9 18:00,240.43,9491.39,晴,14.1,9,0,56.5,0
2024/6/9 18:30,148.98,9549.65,阴,13.9,10,90,55,90
2024/6/9 19:00,138.3,9463.48,阴,13.65,9,90,55.5,90
2024/6/9 19:30,138.25,9309.24,晴,13.4,8,0,56,0
2024/6/9 20:00,140.22,9203.81,晴,13,8,0,57,0
2024/6/9 20:30,133.75,9080.36,晴,12.6,8,0,58,0
2024/6/9 21:00,151.03,8971.85,晴,12.25,7.5,0,60.5,0
2024/6/9 21:30,172.02,8782.26,晴,11.9,7,0,63,0
2024/6/9 22:00,152.6,8589.59,晴,11.25,6.5,0,66.5,0
2024/6/9 22:30,150.77,8482.44,晴,10.6,6,0,70,0
2024/6/9 23:00,144.85,8301.2,晴,10.35,5.5,0,70.5,0
2024/6/9 23:30,135.06,8127.13,晴,10.1,5,0,71,0
2024/6/10 0:00,120.32,7983.84,晴,9.95,5.5,0,72.5,0
2024/6/10 0:30,100.61,7750.62,晴,9.8,6,0,74,0
2024/6/10 1:00,88.51,7570.84,晴,9.95,6.5,0,73.5,0
2024/6/10 1:30,79.62,7345.53,晴,10.1,7,0,73,0
